sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ODO169386612625039,DH9796-100,19.5,19.5,11,1
ODO169386612625039,CJ9179-200,33.4,20.8,11.6,1
ODO169386612625039,CJ9179-200,33.4,20.8,11.6,1
ODO169386612625039,DH9796-100,19.5,19.5,11,1
ODO1693881125104418,DZ2527-100,32.9,21.3,12,1
ODO1693881125104418,DX9655-010,17.8,10.9,12.4,1
ODO1693881125104418,DZ2527-100,32.9,21.3,12,1
ODO1693881125104418,DZ2527-100,32.9,21.3,12,1
ODO1693881125104418,DZ2527-100,32.9,21.3,12,1
ODO1694261041902130,DX7665-902,37,34,9,1
ODO1694261041902130,CJ9179-200,34.4,23.6,12.4,1
ODO1694261041902130,DX7665-902,37,34,9,1
ODO1694261041902130,DX7665-902,37,34,9,1
ODO1694261041902130,CJ9179-200,34.4,23.6,12.4,1
ODO1694358367594960,DX6968-479,28,25,3,1
ODO1694358367594960,DR6191-101,34.1,23.4,15.1,1
ODO1694358367594960,DC2567-010,39,27,2.9,1
ODO1693865082222236,BV2649-063,41,33.2,4,1
ODO1693865082222236,DJ9946-100,13.7,9,6.2,1
ODO1693865082222236,FB2269-102,30.1,22.2,12,1
ODO1693865082222236,CZ4255-101,38,29.5,2.6,1
BSIN2309072665,FN3716-133,36.3,31.4,2,1
BSIN2309072665,DM7590-103,29.8,19.1,10.2,1
BSIN2309072665,FN7109-100,30.4,21.2,10.4,1
BSIN2309072665,FD0073-010,40,31,0.9,1
ODO1693951343040936,CJ9179-200,33.6,21.4,11.6,1
ODO1693951343040936,DB0490-010,41.5,15,2,1
ODO1693951343040936,CJ9179-200,33.6,21.4,11.6,1
ODO1693951343040936,DB0490-010,41.5,15,2,1
ODO1694010841484735,DQ5819-028,39,29,3.1,1
ODO1694010841484735,DX4397-103,34,23.6,12.4,1
ODO16940112037719,DD1914-010,31,25,1,1
ODO16940112037719,DV4024-002,33.3,20.5,11.1,1
ODO16940112037719,DD1914-010,31,25,1,1
ODO1694267044656332,DV8033-010,37.5,33,1.6,1
ODO1694267044656332,DD8959-100,29.8,21,10.4,1
BSIN2309136645,DD4895-084,40.5,29,1.7,1
BSIN2309136645,FB9808-783,41,31,1.1,1
BSIN2309136645,FD4116-001,33.6,21.4,11.6,1
ODO1694210528007769,FV1280-010,39,28,0.8,1
ODO1694210528007769,FJ7072-070,33.6,20.6,11.4,1
ODO1694210528007769,CN9678-008,34.2,13.8,12.8,1
ODO1694210528007769,FB2986-100,13.7,12.4,4,1
BSIN2309039162,DN2009-728,40,29.5,1.6,2
BSIN2309039162,DN2009-728,38.5,30,1.7,2
BSIN2309039162,FD0188-001,36.1,23.8,12.6,1
BSIN2309039162,DN2009-728,39,28,2,2
ODO1693865894924376,DH4058-011,29,19.5,5.8,1
ODO1693865894924376,DR0148-101,29.8,21.2,10.4,1
ODO1693865894924376,DR0148-101,29.8,21.2,10.4,1
ODO1693865894924376,DR0148-101,29.8,21.2,10.4,1
ODO1694169366744962,DB0490-010,41.5,15,2,1
ODO1694169366744962,CJ9179-200,34.4,23.6,12.4,1
ODO1694169366744962,DB0490-010,41.5,15,2,1
ODO1694169366744962,CJ9179-200,34.4,23.6,12.4,1
ODO1694297046960279,SX7677-100,31,26,6,1
ODO1694297046960279,FB2269-104,30,21.9,12,1
ODO1694297046960279,DJ7884-001,34,21,11.2,1
ODO1693865791958111,HA5507-100,37.8,13.2,4.4,1
ODO1693865791958111,HA5507-100,37.8,13.2,4.4,1
ODO1693865791958111,HA5507-100,37.8,13.2,4.4,1
ODO1693865791958111,DV5456-600,30.8,21.6,12,1
ODO1693865791958111,HA5507-100,37.8,13.2,4.4,1
ODO1693865791958111,HA5507-100,37.8,13.2,4.4,1
ODO1693865791958111,HA5507-100,37.8,13.2,4.4,1
ODO1693865791958111,HA5507-100,37.8,13.2,4.4,1
ODO1693865305350140,HA5507-100,37.8,13.2,4.4,1
ODO1693865305350140,CD9054-200,30.4,20.8,11.4,1
ODO1693865305350140,CD9054-200,30.4,20.8,11.4,1
ODO1693865305350140,CD9054-200,30.4,20.8,11.4,1
BSIN2309051280,DO9341-063,38,26,5.6,1
BSIN2309051280,CT8532-148,36,25.4,12.8,1
ODO1694175364872372,DB0490-010,41.5,15,2,1
ODO1694175364872372,DB0490-010,41.5,15,2,1
ODO1694175364872372,CJ9179-200,34.4,23.6,12.4,1
ODO1694175364872372,CJ9179-200,34.4,23.6,12.4,1
BSIN2309073050,DB0456-010,26,20,3.5,1
BSIN2309073050,DJ9946-107,33.6,20.6,11.4,1
BSIN2309073050,DJ9946-107,33.6,20.4,11.4,1
BSIN2309139579,DM0829-001,34.4,21.4,12,1
BSIN2309139579,FN3716-133,36.3,31.4,2,1
BSIN2309139579,DR6289-010,31.5,28,1.3,1
BSIN2309139579,FJ7227-010,39,30,0.7,1
ODO1693866726957502,BV2667-063,39.6,29.2,2.2,1
ODO1693866726957502,CJ9179-200,33.8,20.8,11.6,1
ODO1693866726957502,BV2667-063,39.6,29.2,2.2,1
ODO1693866726957502,CJ9179-200,33.8,20.8,11.6,1
ODO1694237524975384,DH4058-011,30,23.5,5,1
ODO1694237524975384,DZ5485-410,33,22.5,11.6,1
ODO1694237524975384,DZ5485-410,33,22.5,11.6,1
ODO1694352120351602,DJ9678-225,52,37,5.5,1
ODO1694352120351602,DV6246-010,45.1,36.1,9.9,1
ODO1694352120351602,FB2300-051,23,23,18,1
BSIN2309062153,DX7665-902,24.1,22.1,8.888,1
BSIN2309062153,DX4332-800,32.5,23.8,12.8,1
BSIN2309062153,SX6890-992,26,23,8.5,1
ODO1693951336319786,FJ5091-412,30.5,25,2.1,1
ODO1693951336319786,DM0966-148,26.4,20.4,10,1
ODO1693970048314266,DH9796-100,19.5,19.5,11,1
ODO1693970048314266,CT0535-101,33,21,13,1
ODO1693970048314266,DH9796-100,19.5,19.5,11,1
ODO169427220640340,SX7677-100,30.5,28.5,7.8,1
ODO169427220640340,DV4022-101,36,23.3,12.3,1
ODO1693896600681120,DO6354-010,36,25.5,2,1
ODO1693896600681120,DZ3674-100,33.6,20.6,11.4,1
BSIN2309143505,FB5370-717,37.1,26.3,5,1
BSIN2309143505,DJ7929-001,33.2,21,11.4,1
ODO1693998726144813,FB7849-323,40,34,4,1
ODO1693998726144813,DC3729-003,30.8,19.8,11.4,1
ODO1693998726144813,FB7849-323,41.4,33,3.5,1
ODO1693998726144813,FB7849-323,41.5,33,2,1
ODO1694361002008747,FD8541-045,40,30,1,1
ODO1694361002008747,DH1258-200,33.8,24,14.8,1
ODO1694361002008747,FB4660-316,36,31,2.6,1
BSIN2309121647,CV2544-010,39,33,0.8,1
BSIN2309121647,FN3436-011,35.2,24.2,13,1
BSIN2309060594,DX9655-010,17.8,10.9,12.4,1
BSIN2309060594,FD6720-200,36,26.5,13,1
BSIN2309060594,DV9089-200,36.4,24,12.5,1
BSIN2309064596,FD0121-100,31.5,28,1.2,1
BSIN2309064596,DX0907-276,30,21,0.5,1
BSIN2309064596,DV3853-001,34.8,23,12,1
ODO1693865187781720,SX7677-100,30.5,28.5,7.8,1
ODO1693865187781720,DV0788-101,34.2,23.4,12,1
ODO1693865187781720,DV0788-101,34.2,23.4,12,1
ODO1693865187781720,DV0788-101,34.2,23.4,12,1
ODO1693865656478318,DH9796-100,19.5,19.5,11,1
ODO1693865656478318,DH9796-100,19.5,19.5,11,1
ODO1693865656478318,CJ9179-200,34.4,23.6,12.4,1
ODO1693865656478318,DH9796-100,19.5,19.5,11,1
ODO1693865656478318,CJ9179-200,34.4,23.6,12.4,1
ODO1693920605234775,DX0228-113,33.3,26.2,5,1
ODO1693920605234775,DV3961-631,20.4,13.4,6.2,1
ODO1693920605234775,DV3956-019,21,13.5,6.6,1
ODO1693920605234775,DV3970-100,26,13.2,6.4,1
ODO1693920605234775,FD7674-001,32.2,16.4,13.3,1
ODO1693920605234775,DV3956-014,21,13.5,6.6,1
ODO169415124280499,AR6030-100,39,28,1.4,1
ODO169415124280499,DJ7926-001,34.6,22.9,11.6,1
ODO1694164804730416,CJ9179-200,34.4,23.6,12.4,1
ODO1694164804730416,DB0490-010,41.5,15,2,1
ODO1694164804730416,CJ9179-200,34.4,23.6,12.4,1
ODO1694164804730416,DB0490-010,41.5,15,2,1
ODO169427220707447,DX9655-100,31.6,22.2,12,1
ODO169427220707447,415445-102,34.4,23.6,12.4,1
BSIN2309035294,DM6334-289,39,29,1.2,1
BSIN2309035294,DM1683-101,32.4,16.4,13.2,1
BSIN2309035294,FN3716-133,36.4,30.8,2,1
BSIN2309035294,DM6822-010,38.5,30,2.6,1
ODO1694163365195619,DB0490-010,41.5,15,2,1
ODO1694163365195619,CJ9179-200,34.4,23.6,12.4,1
ODO1694163365195619,CJ9179-200,34.4,23.6,12.4,1
ODO1694163365195619,DB0490-010,41.5,15,2,1
ODO1693865413663540,DB0490-010,41.5,15,2,1
ODO1693865413663540,DV0788-101,33.4,20.8,11.4,1
ODO1693865413663540,DV0788-101,33.4,20.8,11.4,1
ODO1693865413663540,DV0788-101,33.4,20.8,11.4,1
ODO1693866864836241,SX7677-010,30.5,28.5,7.8,1
ODO1693866864836241,DV0788-101,34,22.8,11.8,1
ODO1693866864836241,DV0788-101,34,22.8,11.8,1
ODO1693866864836241,DV0788-101,34,22.8,11.8,1
ODO1693872244665283,DV9345-010,39,29,0.72,1
ODO1693872244665283,DV0788-104,34.4,23.4,12,1
ODO1694004240845578,AR5005-010,38,30,0.88,1
ODO1694004240845578,FN7488-133,33.3,20.5,11.1,1
ODO1694004240845578,DX9586-100,39,30,0.6,1
ODO1694012646785195,DD1914-010,31,25,1,1
ODO1694012646785195,DD1914-010,31,25,1,1
ODO1694012646785195,DV4024-002,33.3,20.5,11.1,1
ODO1694224204124152,DX5231-410,32,22.5,0.7,1
ODO1694224204124152,FN8909-131,26.2,25.2,12,1
ODO1694349481480582,DX9655-100,57.2,39.1,8.6,1
ODO1694349481480582,DJ5635-600,33.6,21.2,11.4,1
ODO1693865770002768,CJ9179-200,34.4,23.6,12.4,1
ODO1693865770002768,DH9796-100,19.5,19.5,11,1
ODO1693865770002768,DH9796-100,19.5,19.5,11,1
ODO1693865770002768,DH9796-100,19.5,19.5,11,1
ODO1693865770002768,CJ9179-200,34.4,23.6,12.4,1
ODO1693866858918135,BV2667-063,36,29.2,2.3,1
ODO1693866858918135,CJ9179-200,33.8,20.8,11.6,1
ODO1693866858918135,CJ9179-200,33.8,20.8,11.6,1
ODO169412425248496,DB0490-010,41.5,15,2,1
ODO169412425248496,CJ9179-200,34.4,23.6,12.4,1
ODO169412425248496,CJ9179-200,34.4,23.6,12.4,1
ODO169412425248496,DB0490-010,41.5,15,2,1
ODO1694247840372265,DR2631-355,32,28.5,1.3,1
ODO1694247840372265,DZ2616-001,34.4,23.2,12.2,1
BSIN2309045244,DQ4835-063,56.1,44.4,9,1
BSIN2309045244,FJ4226-100,29.1,21.9,12,1
BSIN2309045244,FJ4226-100,29,21.5,12,1
BSIN2309045244,FJ4226-100,28.9,21.6,12,1
ODO1693864950572898,BV2649-063,41,33.2,4,1
ODO1693864950572898,CJ9179-200,33.6,21.4,11.6,1
ODO1693864950572898,CJ9179-200,33.8,20.8,11.6,1
ODO1693889286008920,DV3911-010,37,27.5,6.3,1
ODO1693889286008920,DV3050-300,34.2,22.8,12,1
ODO1693889286008920,DV3050-300,34.2,22.8,12,1
ODO1693951454765324,DB0490-010,41.5,15,2,1
ODO1693951454765324,CJ9179-200,33.4,20.8,11.6,2
ODO1693951454765324,DB0490-010,41.5,15,2,1
ODO1693923241282467,DH9796-100,19.5,19.5,11,1
ODO1693923241282467,AV2187-140,34.6,24.8,12.6,1
ODO1694015166960176,DX0188-493,39,28,4.5,1
ODO1694015166960176,DH8922-425,27,22,2.5,1
ODO1694015166960176,DX9012-005,36.2,25.8,13,1
ODO169401276242093,DM1284-010,34,25,9.1,1
ODO169401276242093,CT8532-148,35.2,24.6,12.6,1
ODO1694095327504878,DH4058-011,30,23.5,5,1
ODO1694095327504878,DZ5485-410,33,22.5,11.6,1
ODO1694095327504878,DZ5485-410,33,22.5,11.6,1
ODO1694124968866718,CJ9179-200,33.8,20.8,11.6,1
ODO1694124968866718,CK6366-010,37,28.5,3.6,1
ODO1694124968866718,CJ9179-200,33.8,20.8,11.6,1
ODO169389481027771,DH9796-100,18.5,18.5,11.2,1
ODO169389481027771,AV2187-140,36.5,26,12.5,1
ODO1694010128112722,DQ5821-010,35,29,2.6,1
ODO1694010128112722,DV3854-001,34.2,20,11,1
ODO1694175362618309,DB0490-010,41.5,15,2,1
ODO1694175362618309,CJ9179-200,34.4,23.6,12.4,1
ODO1694175362618309,CJ9179-200,34.4,23.6,12.4,1
ODO1694175362618309,DB0490-010,41.5,15,2,1
BSIN2309030262,DH4058-011,30,23.5,5,1
BSIN2309030262,DZ5485-410,35.6,23.8,12.4,2
ODO1693894203131883,DR9843-903,29.1,19.9,5,1
ODO1693894203131883,DQ4835-063,56.1,44.4,9,1
ODO1693894203131883,FB9019-106,34.2,24.2,12.6,1
ODO1693866013718760,CJ9179-200,34.4,23.6,12.4,1
ODO1693866013718760,DH9796-100,19.5,19.5,11,1
ODO1693866013718760,DH9796-100,19.5,19.5,11,1
ODO1693866013718760,DH9796-100,19.5,19.5,11,1
ODO1693866013718760,CJ9179-200,34.4,23.6,12.4,1
ODO169417836230360,DV9331-010,54.6,38.6,9.4,1
ODO169417836230360,DV9331-010,54.6,38.6,9.4,1
ODO169417836230360,DV9331-010,54.6,38.6,9.4,1
ODO169417836230360,DM0822-001,35.6,23,15.3,1
BSIN2309021673,DN1760-010,36,27.4,7.8,3
BSIN2309021673,DQ4137-300,34,21,11.6,3
BSIN2309021673,DX5805-100,30.4,21.5,11.5,3
BSIN2309021673,DN4029-010,38.4,26.8,5.5,3
ODO1693893483420674,DH9796-100,19.5,19.5,11,1
ODO1693893483420674,AV2187-140,36,26.9,13,1
BSIN2309060568,CT3013-010,19.4,3.8,2.256,1
BSIN2309060568,DJ5966-001,21.8,16.2,9,1
BSIN2309060568,DX4396-103,21.8,16.2,9,1
BSIN2309061285,DV9737-010,40.6,20.5,6.3,1
BSIN2309061285,BV2667-686,38,28,3,1
BSIN2309061285,FD4341-101,33.2,20.6,11.5,1
BSIN2309138381,DV9345-010,35,26,0.8,1
BSIN2309138381,DV8999-003,27.8,21.7,10.5,1
BSIN2309138381,DV7192-001,34.5,21.5,12.2,1
ODO1693994162853501,FB7849-323,41,34.8,4,1
ODO1693994162853501,DC3729-003,33.4,21,11.2,1
ODO1693994162853501,DX4374-008,30.8,21.2,11.4,1
ODO1694037732354495,SX6890-992,32,23,9,1
ODO1694037732354495,DX9655-010,30,10,30,1
ODO1694037732354495,DX9655-100,55.1,36.6,13.1,1
ODO1694037732354495,DQ5817-010,30,21,0.5,1
ODO1694037732354495,FN8903-111,29.9,22.5,12,1
ODO1694098443488227,DH4058-011,30,23.5,5,1
ODO1694098443488227,DZ5485-410,35.6,23.8,12.4,1
ODO1694098443488227,DZ5485-410,35.6,23.8,12.4,1
ODO1694296923377804,DX5089-103,25,22,9.4,1
ODO1694296923377804,DX9176-100,29.8,21.2,10.4,1
BSIN2309033199,BV2667-063,39.6,29.2,2.2,1
BSIN2309033199,DH9522-001,33.6,21,12.2,1
BSIN2309033199,BV2667-010,26,13,0.5,1
BSIN2309033199,BV2667-063,37.5,29.6,2.3,1
BSIN2309033199,DO7391-133,38.2,29.6,1.18,1
BSIN2309033199,BV2667-010,39.6,29.2,2.2,1
BSIN2309033199,DX5939-102,30.8,19.6,11.4,1
BSIN2309033199,BV2667-686,38,28,3,1
BSIN2309033199,DO7391-133,38.2,30,1.2,1
BSIN2309033199,DO7391-133,38,29,1.2,1
BSIN2309033199,BV2667-010,11.7,7.3,4.7,1
BSIN2309033199,DX5939-102,32,22,11,1
BSIN2309033199,DH9522-001,33.6,20.6,11.4,1
BSIN2309033199,DX5939-102,33.6,20.5,13.6,1
ODO1693866396683319,SX7677-100,31,26,6,1
ODO1693866396683319,DV0831-101,34.7,23.4,12.1,1
ODO1693866396683319,DV0831-101,34.7,23.4,12.1,1
ODO1693866396683319,DV0831-101,34.7,23.4,12.1,1
ODO169390476504445,DB0490-010,41.5,15,2,1
ODO169390476504445,CJ9179-200,34,21,11.6,1
ODO169390476504445,DB0490-010,41.5,15,2,1
ODO169390476504445,CJ9179-200,34,21,11.6,1
ODO1694172361059699,CJ9179-200,34.4,23.6,12.4,1
ODO1694172361059699,DB0490-010,41.5,15,2,1
ODO1694172361059699,CJ9179-200,34.4,23.6,12.4,1
ODO1694172361059699,DB0490-010,41.5,15,2,1
BSIN2309017417,DX3337-010,34,28,2.7,1
BSIN2309017417,FB8271-010,26,13,0.5,1
BSIN2309017417,DM6729-133,36,26,2,1
BSIN2309017417,DV9074-113,37.5,34,1,1
BSIN2309017417,DX3337-386,34,28,2.7,1
BSIN2309017417,553558-515,32.4,22.8,12,1
BSIN2309058412,BV2763-010,35,28,2.1,1
BSIN2309058412,DM9537-102,36.1,23.8,12.6,1
ODO1693865657916342,DH9796-100,19.5,19.5,11,1
ODO1693865657916342,DH9796-100,19.5,19.5,11,1
ODO1693865657916342,DH9796-100,19.5,19.5,11,1
ODO1693865657916342,CJ9179-200,34.4,23.6,12.4,1
ODO1693865657916342,CJ9179-200,34.4,23.6,12.4,1
ODO1693904885052177,FB2825-010,26,13,0.5,1
ODO1693904885052177,DJ6013-604,33.5,20.8,11.7,1
ODO1694010013308657,DV4023-102,30.5,20.6,10.2,1
ODO1694010013308657,AR4999-101,10,6.3,3.5,1
ODO1694010013308657,DV4023-102,30.5,20.6,10.2,1
ODO1694056443039633,CJ9179-200,34.4,23.6,12.4,1
ODO1694056443039633,DB0490-010,41.5,15,2,1
ODO1694056443039633,DB0490-010,41.5,15,2,1
ODO1694056443039633,CJ9179-200,34.4,23.6,12.4,1
ODO1694057043052200,DB0490-010,41.5,15,2,1
ODO1694057043052200,DB0490-010,41.5,15,2,1
ODO1694057043052200,CJ9179-200,34.4,23.6,12.4,1
ODO1694057043052200,CJ9179-200,34.4,23.6,12.4,1
ODO1694076240913747,FB7881-010,37,30.5,2.6,1
ODO1694076240913747,DX5567-800,35.8,27.2,12,1
ODO1694296927043890,DX9592-394,37,29,1,1
ODO1694296927043890,DX7051-120,29,9.5,8.8,1
ODO1694296927043890,DO7393-100,40,31,1.1,1
ODO1694296927043890,DX3337-104,36.5,27.5,3.3,1
ODO1694296927043890,DV5028-104,36,27,2.6,1
ODO1694296927043890,DZ7314-010,10.7,7.8,3.3,1
ODO1694296927043890,DD0490-102,34.4,23.2,12.2,1
ODO1694296927043890,FN3716-065,35.8,30.9,2,1
BSIN2309021052,HA5507-100,37.8,13.2,4.4,1
BSIN2309021052,DD1869-107,34.5,23.3,12.3,1
BSIN2309037144,BV2663-479,38,27,4.4,1
BSIN2309037144,AV6676-100,34.4,23.4,12.1,1
BSIN2309037144,BV2667-686,37.5,29.6,2.25,1
BSIN2309082237,DV9758-010,37.6,36.4,6.5,1
BSIN2309082237,AT6178-010,33.3,20.5,11.1,1
ODO1693879813177855,FB9948-905,31,25.5,14.3,1
ODO1693879813177855,CW2288-111,34.4,20.8,11.8,1
ODO1693879813177855,DZ2617-001,34.4,23.2,12.2,1
ODO1693892888413958,DH9796-100,19.5,19.5,11,1
ODO1693892888413958,AV2187-140,35.6,28.8,12.6,1
ODO169409880087727,DB0490-025,41.5,15,2,1
ODO169409880087727,DV0788-103,33.5,20.9,11.2,1
ODO169425096092358,DX7665-902,24.1,22.1,8.888,1
ODO169425096092358,CJ9179-200,33.6,21.4,11.6,1
ODO169425096092358,DX7665-902,24.1,22.1,8.888,1
ODO169425096092358,CJ9179-200,33.6,21.4,11.6,1
ODO169425096092358,DX7665-902,24.1,22.1,8.888,1
ODO169434132236617,DJ9794-010,23,13,4.7,1
ODO169434132236617,FB7703-001,33.6,20.6,11.4,1
ODO1693865087279346,DV0831-003,34.4,23.2,12.2,1
ODO1693865087279346,BV2649-063,24,17.1,0.75,1
ODO1693865087279346,DV0831-003,34.41,23.44,12.07,1
ODO1693865087279346,DV0831-003,34.7,23.4,12.1,1
ODO169429693534488,CJ9179-200,34.4,23.6,12.4,1
ODO169429693534488,DX5089-103,25,22,9.4,1
ODO169429693534488,DX5089-103,25,22,9.4,1
ODO169429693534488,DX5089-103,25,22,9.4,1
ODO169429693534488,CJ9179-200,34.4,23.6,12.4,1
ODO1694296930643994,FZ6155-010,29.561,7.2,3.911,1
ODO1694296930643994,FZ6214-011,10,7.4,4.4,1
BSIN2309060394,DX9655-100,31,22,12,1
BSIN2309060394,DJ4891-061,32,21,11,1
BSIN2309060394,DD0431-100,35.5,20,1.5,1
BSIN2309074944,DO7391-100,34.7,29.6,3.8,1
BSIN2309074944,DH3162-100,33.2,20.8,11.2,1
BSIN2309074944,FB6852-222,30,21,0.5,1
BSIN2309074944,DV9840-010,39,29,0.8,1
BSIN2309074944,AR6030-100,39,29,1.3,1
BSIN2309074944,DH8922-100,27.5,24,1.3,1
ODO1693864947458823,DQ4835-063,56.1,44.4,9,1
ODO1693864947458823,CW0784-107,34.8,24.6,12.6,1
ODO1693865647079188,CK6366-010,38,29,3,1
ODO1693865647079188,CJ9179-200,34.4,23.6,12.4,1
ODO1693865647079188,CJ9179-200,34.4,23.6,12.4,1
ODO1693904522625597,DH9796-100,19.5,19.5,11,1
ODO1693904522625597,AV2187-140,36.5,26,12.5,1
ODO1694267645662545,FB7493-110,26,13,0.5,1
ODO1694267645662545,DD1503-300,30.4,19.4,10.6,1
ODO169386685367334,BV2667-063,39.6,29.2,2.2,1
ODO169386685367334,CJ9179-200,34.4,23.6,12.4,1
ODO169386685367334,CJ9179-200,34.4,23.6,12.4,1
ODO1693886285118301,DH4058-011,30,23.5,5,1
ODO1693886285118301,FN8892-191,32.7,20.8,12,1
ODO1693886285118301,DH4058-011,30,23.5,5,1
ODO1694227924171773,DN1760-010,34.8,27.8,8,1
ODO1694227924171773,DX4397-103,31.8,23.4,12.2,1
ODO1694227924171773,DX9012-300,34.8,24.4,12.6,1
BSIN2309033001,DB0456-010,26,20,3.5,1
BSIN2309033001,DD9441-600,33.5,20.8,11.7,1
BSIN2309054786,DX3337-010,36.5,27.5,3.3,1
BSIN2309054786,FQ6870-141,32.7,21.5,12,1
BSIN2309064944,DD2795-103,27,26,5,1
BSIN2309064944,FD9883-100,35.8,24.6,12,1
BSIN2309064944,DM0858-367,34.8,24.6,12.6,1
ODO1693927569234856,CJ9179-200,33.6,21.4,11.6,1
ODO1693927569234856,DB0490-010,41.5,15,2,1
ODO1693927569234856,DB0490-010,41.5,15,2,1
ODO1693927569234856,CJ9179-200,33.6,21.4,11.6,1
BSIN2309139478,AR5007-100,38,30,1,1
BSIN2309139478,DD9304-007,34.4,23.2,12.2,1
ODO1693876925704425,DH0858-010,35,27,1,1
ODO1693876925704425,DJ7926-005,36.3,23.6,12.4,1
ODO1693866266729692,DR0148-101,29.8,21.2,10.4,1
ODO1693866266729692,DH4058-011,29,19.5,5.8,1
ODO1693866266729692,DR0148-101,29.8,21.2,10.4,1
ODO1693866266729692,DR0148-101,29.8,21.2,10.4,1
ODO1694256244348872,DX7665-902,37,34,9,1
ODO1694256244348872,DX7665-902,37,34,9,1
ODO1694256244348872,CJ9179-200,33.4,20.8,11.6,1
ODO1694256244348872,CJ9179-200,33.4,20.8,11.6,1
ODO1694256244348872,DX7665-902,37,34,9,1
BSIN2309058395,DM6420-010,35,26,2.2,1
BSIN2309058395,FV2669-010,32.5,27,2.5,1
BSIN2309058395,DZ3308-003,23.3,18.1,12,1
ODO1693876922030371,FB7581-011,54,35,5,1
ODO1693876922030371,DM8019-005,38.4,24.6,13.5,1
ODO1693906328207890,DX0919-034,34,27,4,1
ODO1693906328207890,DX7614-001,26.5,21.2,12,1
ODO1693998725850812,DB0490-010,41.5,15,2,1
ODO1693998725850812,DB0490-010,41.5,15,2,1
ODO1693998725850812,CJ9179-200,34.4,23.6,12.4,1
ODO1693998725850812,CJ9179-200,34.4,23.6,12.4,1
ODO16940994053984,DB0490-010,41.5,15,2,1
ODO16940994053984,CJ9179-200,33.4,20.8,11.6,1
ODO16940994053984,CJ9179-200,33.4,20.8,11.6,1
ODO16940994053984,DB0490-010,41.5,15,2,1
ODO1694097604227841,DH4058-011,30,23.5,5,1
ODO1694097604227841,DZ5485-410,35.6,23.8,12.4,1
ODO1694097604227841,DZ5485-410,35.6,23.8,12.4,1
BSIN2309032029,BV2649-063,24,17.1,0.75,1
BSIN2309032029,DJ9946-100,13.7,9,6.2,1
BSIN2309032029,FB2269-102,30.1,22.2,12,1
BSIN2309032029,CZ4255-101,40,29.5,3,1
BSIN2309033037,DX9655-010,17.8,10.9,12.4,1
BSIN2309033037,HA5109-063,22.5,13.5,3.5,1
BSIN2309033037,FJ7692-191,30.6,22,12,1
BSIN2309033037,DQ0296-001,30.8,21.2,11.4,1
ODO1693894206035897,AV2187-140,35.6,28.8,12.6,1
ODO1693894206035897,DH9796-100,19.5,19.5,11,1
ODO1693926610234797,DX9655-010,30,10,30,1
ODO1693926610234797,DR6191-101,34.4,23.2,8,1
ODO1694037725834361,DQ5819-010,38,29,3.6,1
ODO1694037725834361,FQ6870-141,33.4,21.5,12,1
ODO1694249044804229,DX7665-902,24.1,22.1,8.888,1
ODO1694249044804229,CJ9179-200,33.6,21.4,11.6,1
ODO1694249044804229,DX7665-902,24.1,22.1,8.888,1
ODO1694249044804229,CJ9179-200,33.6,21.4,11.6,1
ODO1694249044804229,DX7665-902,24.1,22.1,8.888,1
ODO169426416447453,DX0250-034,30,21,0.5,1
ODO169426416447453,FB7776-065,26,13,0.5,1
ODO169426416447453,DR0471-600,24.7,19.4,12,1
ODO169426416447453,FB7866-010,41,30,2.5,1
ODO169426416447453,FV2856-690,26,13,0.5,1
BSIN2309065873,FN3716-133,36.3,31.4,2,1
BSIN2309065873,CZ4255-101,39.5,30,2.8,1
BSIN2309065873,DR6765-100,32,26,1.2,1
BSIN2309065873,DR1057-728,35,26,2,1
BSIN2309065873,DB9976-100,38.5,29,1,1
BSIN2309065873,DR6443-002,25.2,18.6,9.4,1
BSIN2309118765,FN3708-133,35.7,29.7,2,1
BSIN2309118765,CJ1671-100,33.6,21.4,11.6,1
BSIN2309136692,DX7120-042,19.8,10.8,2.5,1
BSIN2309136692,AC4229-945,24,13,2,1
BSIN2309136692,DJ6013-604,35.8,23.6,13,1
ODO1694052724504201,DX0800-010,56.4,39.3,7.9,1
ODO1694052724504201,DM4044-100,33.2,21,11.4,1
ODO1694052724504201,DM4044-100,34,21,11.6,1
ODO1694052724504201,DX0800-010,35.8,33.7,9.5,1
ODO1694101802978487,DB0490-010,41.5,15,2,1
ODO1694101802978487,CJ9179-200,33.8,20.8,11.6,1
ODO1694101802978487,CJ9179-200,33.8,20.8,11.6,1
ODO1694101802978487,DB0490-010,41.5,15,2,1
BSIN2309039921,DX5074-911,32,28.5,7.6,1
BSIN2309039921,DV3853-001,34.8,23.6,12,1
BSIN2309065722,DH3867-010,35,29,1.8,1
BSIN2309065722,DA2915-010,34.1,32.8,4,1
BSIN2309065722,DV7216-001,34.4,23.6,12.4,1
BSIN2309065722,DJ3624-002,34.8,23.8,12.6,1
ODO1694037741319683,DM1828-318,26,13,0.5,1
ODO1694037741319683,DX9012-300,34.2,24.2,12.6,1
ODO1694340363704881,DD2795-011,28,24,5.2,1
ODO1694340363704881,FB2219-087,34.2,24.2,12.6,1
BSIN2309036600,DV7762-103,28,21.9,10.5,1
BSIN2309036600,FN8896-131,29.6,22,12,1
BSIN2309064952,FD5088-001,33.6,20.6,11.4,1
BSIN2309064952,DR5095-973,29,13.5,13,1
